id,year,speech_year,date,description,subtitle,words,majortopic,filter_international,filter_duplicate
11566,1985,78,06/11/1985,Yurchenko free to go home after questioning,,502,19,1,0
11567,1985,78,06/11/1985,Shultz Kremlin talks fail to heal rifts,,606,19,1,0
11568,1985,79,13/11/1985,Low inflation and 3% output rise forecast,Chancellor fuels growth by state sales and spending,992,1,0,0
11569,1985,79,13/11/1985,Lawson's public foes and private friends,,474,20,0,0
11570,1985,79,13/11/1985,Business incentives for jobless,,498,5,0,0
11571,1985,79,13/11/1985,Secret service vetoes Prince,,382,16,0,0
11572,1985,79,13/11/1985,Queen tells Emir of Gulf War 'anguish,,149,20,0,0
11573,1985,79,13/11/1985,Global inquiry into spy posts security,,329,16,0,0
11574,1985,79,13/11/1985,Doe claims coup bid is crushed,,108,16,1,0
11575,1985,79,13/11/1985,Flotation of TSB will go ahead,,125,15,0,0
11576,1985,79,13/11/1985,M4 rape and murder charges,,176,12,0,0
11577,1985,79,13/11/1985,Alert as INLA bombs defused,,426,16,0,0
11578,1985,79,20/11/1985,Leaders optimistic as summit gets off to cordial start,,948,19,0,0
11579,1985,79,20/11/1985,Unionists resign in protest,,655,20,0,0
11580,1985,79,20/11/1985,"Anonymous Ł10,000 settles Covent Garden strike",,408,5,0,0
11581,1985,79,20/11/1985,Baker will oust Liverpool's militants if Kinnock agrees,,522,33,0,0
11582,1985,79,20/11/1985,Yorkshire NUM votes to a yield on pay talks,,197,8,0,0
11583,1985,79,20/11/1985,MPs back the Thatcher line on EMS,,84,20,0,0
11584,1985,79,20/11/1985,Israel says two Syrian jets downed,,327,16,1,0
11585,1985,79,20/11/1985,"Boxer fined Ł15,000 for brawl",,135,29,0,0
11586,1985,79,20/11/1985,Fleet St makes Ł100m on Reuters,,359,17,0,0
11587,1985,79,27/11/1985,Unionists fear new wave of terror after Hillsborough,,892,16,0,0
11588,1985,79,27/11/1985,Tobacco promotions ban urged,,249,3,0,0
11589,1985,79,27/11/1985,MPs move to close immigrant loophole,,410,9,0,0
11590,1985,79,27/11/1985,Prince fears fourth-rate future for Britain,,631,20,0,0
11591,1985,79,27/11/1985,Surviving hijacker quizzed in Malta,,392,16,0,0
11592,1985,79,27/11/1985,Lawson urges lower pay deals to ease unemployment,,448,5,0,0
11593,1985,79,27/11/1985,US security 'damaged by spy,,117,16,1,0
11594,1985,79,27/11/1985,Hatton pushed sales of Militant,,401,33,0,0
11595,1985,79,04/12/1985,EEC agrees on reform deal after marathon,,526,19,0,0
11596,1985,79,04/12/1985,Backers of obscenity Bill hopeful,,305,12,0,0
11597,1985,79,04/12/1985,Banks abolish charges to bring back customers,,449,15,0,0
11598,1985,79,04/12/1985,Plessey faces takeover offer,,621,15,0,0
11599,1985,79,04/12/1985,A Child In Trust,MPs demand new laws on abuse,410,12,0,0
11600,1985,79,04/12/1985,Defiant call by wife of Mandela,,499,19,1,0
11601,1985,79,04/12/1985,Increase in smoking by teenagers,,253,3,0,0
11602,1985,79,04/12/1985,King's claims on united Ireland anger FitzGerald,,596,19,0,0
11603,1985,79,04/12/1985,Vauxhall to create 600 Merseyside car jobs,,220,10,0,0
11604,1985,79,11/12/1985,Interest rate cut is ruled out by Thatcher,,611,1,0,0
11605,1985,79,11/12/1985,54 arrested after soccer battles,,180,12,0,0
11606,1985,79,11/12/1985,"Storm over 'paltry' Ł17,560 for rapist's victims",,609,12,0,0
11607,1985,79,11/12/1985,Nobel prize challenged by minister,,171,28,0,0
11608,1985,79,11/12/1985,Mystery of the sleeping Russian,,214,99,0,0
11609,1985,79,11/12/1985,Lloyd's syndicates 'under question' included ministers,,804,20,0,0
11610,1985,79,11/12/1985,Shultz rejects role for PLO in peace talks,,221,19,1,0
11611,1985,79,11/12/1985,US judge backs $10.5bn award against Texaco,,120,8,1,0
11612,1985,79,11/12/1985,Orgy of killings leaves Kampala near collapse,,852,16,1,0
11613,1985,79,11/12/1985,University pledge to A-level pupils,,493,6,0,0
11614,1985,79,18/12/1985,Heseltine throws down gauntlet on Westland deal,,1719,33,0,0
11615,1985,79,18/12/1985,Newsmen must declare interests to Commons,,199,17,0,0
11616,1985,79,18/12/1985,New York braced for Mafia warfare,,1023,12,1,0
11617,1985,79,18/12/1985,Lloyd's names offered Ł13m settlement,,87,15,0,0
11618,1985,79,18/12/1985,Ulster resignations herald January poll,,447,20,0,0
11619,1985,79,18/12/1985,BA profits increase by Ł12m,,115,10,0,0
11620,1985,79,18/12/1985,Slanging match mars debate on bank controls,,734,15,0,0
11621,1985,79,18/12/1985,White Paper outlines tighter supervision,,343,20,0,0
11622,1986,79,08/01/1986,Americans ordered to leave Libya,Reagan ends all trade with Gadaffi 'the pariah',,19,1,0
11623,1986,79,08/01/1986,Bank lending puts pressure on rates,,,1,0,0
11624,1986,79,08/01/1986,Married women gain support for care of disabled,,,13,0,0
11625,1986,79,08/01/1986,Italy gives backing to Heseltine,,,19,0,0
11626,1986,79,08/01/1986,US Farm minister quits,,,19,1,0
11627,1986,79,08/01/1986,Canon pulls out of Football league,,,29,0,0
11628,1986,79,08/01/1986,Machine guns plan for Heathrow police,,,12,0,0
11629,1986,79,08/01/1986,New European offer for Westland sent to all shareholders,,,19,0,0
11630,1986,79,08/01/1986,Channel link close to final agreement,,,19,0,0
11631,1986,79,15/01/1986,Thatcher to reveal Bae letter in attack on Heseltine,,,33,0,0
11632,1986,79,15/01/1986,Ban for women cricketers in South Africa,,,29,0,0
11633,1986,79,15/01/1986,Scots and French in squall over trawler,,,19,0,0
11634,1986,79,15/01/1986,Antartic team tell of pole fate,,,17,0,0
11635,1986,79,15/01/1986,Aden rebels advance on palace,,,16,1,0
11636,1986,79,15/01/1986,Man Charged over murder of girl in bed,,,12,0,0
11637,1986,79,15/01/1986,Tory MEPs back European bid,,,19,0,0
11638,1986,79,15/01/1986,Safety at more stadiums urged,,,29,0,0
11639,1986,79,15/01/1986,Westland outcome in balance as both sides raise stakes,,,16,0,0
11640,1986,79,15/01/1986,Threat to Channel link summit,,,19,0,0
11641,1986,79,22/01/1986,Britannia stands by as fighting goes on,,,16,0,0
11642,1986,79,22/01/1986,Murdoch print unions may strike after ballot,,,17,0,0
11643,1986,79,22/01/1986,Vicar wins earthy fight over high-tech sermons,,,31,0,0
11644,1986,79,22/01/1986,Havoc in Beirut as car bomb kills 27,,,19,1,0
11645,1986,79,22/01/1986,Miners Kill two white policemen,,,12,0,0
11646,1986,79,22/01/1986,Peres seeking British aid on Middle East,,,19,0,0
11647,1986,79,22/01/1986,Sterling slides amid oil fears,,,1,0,0
11648,1986,79,22/01/1986,MPs press for end to hospitals' Crown immunity,,,3,0,0
11649,1986,79,22/01/1986,Havers faces query on Westland leak,,,16,0,0
11650,1986,79,29/01/1986,Seven peris in world's worst space flight tragedy,Crew die in shuttle disaster,,17,0,0
11651,1986,79,29/01/1986,Wapping Dispute,TUC instructs unions not to cross Murdoch picket lines,,5,0,0
11652,1986,79,29/01/1986,Tory MPs cheer rates reform plan,,,1,0,0
11653,1986,79,05/02/1986,"BL state aid must stop, says Thatcher",,,10,0,0
11654,1986,79,05/02/1986,Unions to oppose new exam,,,5,0,0
11655,1986,79,05/02/1986,Fonteyn to dance in Miami,,,28,0,0
11656,1986,79,05/02/1986,Queen's train cracks under the strain,,,34,0,0
11657,1986,79,05/02/1986,Terror suspects questioned,Israeli mid-air swoop on jet,,19,0,0
11658,1986,79,05/02/1986,More cuts in price of petrol promised,,,8,0,0
11659,1986,79,05/02/1986,Surprise economic figures help stem pound's sharp fall,,,1,0,0
11660,1986,79,05/02/1986,East and west haggle on swap,,,19,0,0
11661,1986,79,05/02/1986,Binding contract and job cuts call,,,5,0,0
11662,1986,79,05/02/1986,"Prince Andrew greeting the Queen and the duke of Edinburgh on board the figrate, HMS Brazeh, after she sailed into the pool of London Yesterday",,,34,0,0
11663,1986,79,12/02/1986,Sogat refuses to purge contempt,,,12,0,0
11664,1986,79,12/02/1986,Shcharansky goes free in prisoner swap on icy bridge,Dissident's ecstatic welcome in Israel,,16,1,0
11665,1986,79,12/02/1986,Shcharansky goes free in prisoner swap on icy bridge,A yellow minibus to freedom,,16,1,0
11666,1986,79,12/02/1986,Marcos backed by Reagan,,,19,1,0
11667,1986,79,12/02/1986,Doctors overturn ruling on the pill,,,3,0,0
11668,1986,79,12/02/1986,Shops Bill defeat in Lords,,,20,0,0
11669,1986,79,12/02/1986,NUT set to join talks on pay,,,6,0,0
11670,1986,79,12/02/1986,Terrorists kill two,,,19,0,0
11671,1986,79,12/02/1986,Swiss banks buy secret stake in westland,,,15,0,0
11672,1986,79,19/02/1986,Lloyd's Chief,,,15,0,0
11673,1986,79,19/02/1986,Second leak at sellafield plant,,,8,0,0
11674,1986,79,19/02/1986,Land Rover rivals get bid deadline,,,10,0,0
11675,1986,79,19/02/1986,Rank makes Ł740 m offer for Granada,,,17,0,0
11676,1986,79,19/02/1986,Interest rate optimism,,,1,0,0
11677,1986,79,19/02/1986,Loophole in parking fines,,,10,0,0
11678,1986,79,19/02/1986,Bar gets leave to fight for pay rise,,,12,0,0
11679,1986,79,19/02/1986,Wapping violence attacked,,,12,0,0
11680,1986,79,19/02/1986,Tests find cracks in BA jumbo nose ribs,,,10,0,0
11681,1986,79,19/02/1986,Threat to kill Israeli captive,,,16,1,0
11682,1986,79,19/02/1986,Budget tax bonanza planned for charities,,,13,0,0
11683,1986,79,26/02/1986,Manila goes wild as Mrs Aquino takes over presidency,Marcos quits and flies to sanctuary,,19,1,0
11684,1986,79,26/02/1986,Manila goes wild as Mrs Aquino takes over presidency,Jubilant crowd loots palace,,19,1,0
11685,1986,79,26/02/1986,Manila goes wild as Mrs Aquino takes over presidency,Reagan sends his congratulations,,19,1,0
11686,1986,79,26/02/1986,Defence spending faces shake-up,,,16,0,0
11687,1986,79,26/02/1986,Police chief admits late-drinks blunder,,,12,0,0
11688,1986,79,26/02/1986,Insurance sales curb urged,,,15,0,0
11689,1986,79,26/02/1986,Gorbachov lashes years of apathy,,,19,1,0
11690,1986,79,26/02/1986,Breakthrough on Ulster deadlock,,,21,0,0
11691,1986,79,26/02/1986,IBA puts doubt on Rank bid,,,15,0,0
11692,1986,79,26/02/1986,Nuclear dumps protest by MPs,,,16,0,0
11693,1986,79,05/03/1986,Death of MP adds to Tory poll tests,,,33,0,0
11694,1986,79,05/03/1986,Botha offers to lift emergency 'in near future',,,16,0,0
11695,1986,79,05/03/1986,Sluggish industry attacked by Howe,,,1,0,0
11696,1986,79,05/03/1986,Sogat cars seized by court,,,12,0,0
11697,1986,79,05/03/1986,Scholars rule against Getty masterpiece,,,28,0,0
11698,1986,79,05/03/1986,BMA red-faced over advice on Pill,,,3,0,0
11699,1986,79,05/03/1986,Police action a blow to altering image,,,12,0,0
11700,1986,79,05/03/1986,Unionist leaders seek initiative with dialogue call,,,5,0,0
11701,1986,79,05/03/1986,Ex-UN chief accused by Jews,,,19,0,0
11702,1986,79,05/03/1986,"Takeover veto may cost jobs, say Ford",,,10,0,0
11703,1986,79,05/03/1986,Shires get cash to keep rate rises down,,,24,0,0
11704,1986,79,12/03/1986,BL board delays decision,,,10,0,0
11705,1986,79,12/03/1986,Vickers workers get Ł7 m share prospectus,,,31,0,0
11706,1986,79,12/03/1986,Shares boom on hopes of base rate cut,,,1,0,0
11707,1986,79,12/03/1986,Minister moves to calm fears on anglo-Irish deal,,,19,0,0
11708,1986,79,12/03/1986,Thatcher defens plans on Trident,,,16,0,0
11709,1986,79,12/03/1986,Khol faces second flick cash inquiry,,,19,1,0
11710,1986,79,12/03/1986,Hurd asked to change laws after rape case,,,12,0,0
11711,1986,79,12/03/1986,Pretoria lets CBS men stay,,,19,0,0
11712,1986,79,12/03/1986,Legal action over tin,,,12,0,0
11713,1986,79,12/03/1986,Wards may close to thwart private beds plan,,,3,0,0
11714,1986,79,19/03/1986,Basic rate income tax cut,,,1,0,0
11715,1986,79,19/03/1986,Foreign players taxed,,,1,0,0
11716,1986,79,19/03/1986,Capital transfer change,,,1,0,0
11717,1986,79,19/03/1986,Chirac considers Mitterrand offer,,,19,1,0
11718,1986,79,19/03/1986,Kerb case judge wins appeal,,,12,0,0
11719,1986,79,19/03/1986,Savage costs to be met,,,15,0,0
11720,1986,79,19/03/1986,Boost for charities income,,,13,0,0
11721,1986,79,19/03/1986,Boost to people's capitalism,,,1,0,0
11722,1986,79,19/03/1986,Budget highlights,,,1,0,0
11723,1986,79,19/03/1986,Springboard for the future,Budget surprises please Tories,,1,0,0
11724,1986,79,26/03/1986,Heavy trading losses,Redundancies at Telegraph,,17,0,0
11725,1986,79,26/03/1986,Dozens feared dead or injured as more boats are hit,US launches new attacks on Libyans,,16,1,0
11726,1986,79,26/03/1986,Dozens feared dead or injured as more boats are hit,Arabs urged to hit US embassies,,16,1,0
11727,1986,79,26/03/1986,Dozens feared dead or injured as more boats are hit,Kremlin's fear of escalation,,16,1,0
11728,1986,79,26/03/1986,A-level changes could benefit more students,,,6,0,0
11729,1986,79,26/03/1986,Lords ban GLC's final fling,,,20,0,0
11730,1986,79,26/03/1986,DPP orders inquiry on Glenholmes warrants,,,12,0,0
11731,1986,79,26/03/1986,Thatcher says share attack scandalous and scurrilous,,,15,0,0
11732,1986,79,26/03/1986,Shares plunge record Ł5.25bn,,,15,0,0
11733,1986,79,26/03/1986,Royal wedding with tradition,,,34,0,0
11734,1986,79,02/04/1986,Tin crisis stops Cornish mining,,,8,0,0
11735,1986,79,02/04/1986,Women to get retirement age equality,,,2,0,0
11736,1986,79,02/04/1986,New Delhi Sikh deal ruled out,,,19,1,0
11737,1986,79,02/04/1986,Heathrow opens new terminal,,,10,0,0
11738,1986,79,02/04/1986,North Sea Oil under $10 for first time,,,8,0,0
11739,1986,79,02/04/1986,Canadian Club goes British,,,21,0,0
11740,1986,79,02/04/1986,Search for Ł80m 'spent' by GLC before abolition,,,24,0,0
11741,1986,79,02/04/1986,Britons held on drugs charges in australia,,,19,0,0
11742,1986,79,02/04/1986,Hampton Court work 'to take years',,,14,0,0
11743,1986,79,02/04/1986,Unionists reject Thatcher talks,,,21,0,0
11744,1986,79,09/04/1986,Lonrho in attack on Whitehall,,,20,0,0
11745,1986,79,09/04/1986,Helicopter crash near village kills six,,,10,0,0
11746,1986,79,09/04/1986,Another cut expected as base rate falls,,,1,0,0
11747,1986,79,09/04/1986,Washington calls off underground nuclear blast test,,,16,1,0
11748,1986,79,09/04/1986,Challenge to Powell on Ulster,,,21,0,0
11749,1986,79,09/04/1986,Frigate in secret night launch,,,16,0,0
11750,1986,79,09/04/1986,'violent' prisoner at large after raid,,,12,0,0
11751,1986,79,09/04/1986,Libyans admit 56 died in Sirte skirmish,,,16,1,0
11752,1986,79,09/04/1986,Labour councillors face poll ban,,,24,0,0
11753,1986,79,09/04/1986,Queen's birthday present goes pop,,,34,0,0
11754,1986,79,16/04/1986,Tebbit warning to Sunday traders after bill failure,,,15,0,0
11755,1986,79,16/04/1986,US bombers 'kill 100' in Libya raids,Gadaffi's adopted baby daughter dies,,16,1,0
11756,1986,79,16/04/1986,US bombers 'kill 100' in Libya raids,Missiles shake island,,16,1,0
11757,1986,79,16/04/1986,US bombers 'kill 100' in Libya raids,America rallies behind Reagan,,16,1,0
11758,1986,79,16/04/1986,US bombers 'kill 100' in Libya raids,Myth of 'surgical bombing',,16,1,0
11759,1986,79,16/04/1986,US bombers 'kill 100' in Libya raids,Thatcher defends US but warns public to be alert,,16,1,0
11760,1986,79,16/04/1986,US bombers 'kill 100' in Libya raids,Kremlin cancels meeting,,16,1,0
11761,1986,79,16/04/1986,Ministers retreats on rates,,,1,0,0
11762,1986,79,23/04/1986,Banks join to move to lower home loan rates,,,15,0,0
11763,1986,79,23/04/1986,Junta shares Libya power with Gadaffi,,,19,1,0
11764,1986,79,23/04/1986,Libyans expelled from Britain,,,19,0,0
11765,1986,79,23/04/1986,$2bn arms ring is smashed,,,16,0,0
11766,1986,79,23/04/1986,Spanish King in crucial visit,,,19,0,0
11767,1986,79,23/04/1986,Heathrow bomb charge remand,,,16,0,0
11768,1986,79,23/04/1986,Hindawi's brother accused,,,12,0,0
11769,1986,79,23/04/1986,A woman's place could be building the home,,,2,0,0
11770,1986,79,23/04/1986,Files on Waldheim ruled inconclusive,,,19,0,0
11771,1986,79,30/04/1986,Warning to Britons on travel,,,19,0,0
11772,1986,79,30/04/1986,Poland ready for radioactive threat,,,8,1,0
11773,1986,79,30/04/1986,An eerie feeling to be in Kiev,,,19,1,0
11774,1986,79,30/04/1986,Students deciding on return,,,6,0,0
11775,1986,79,30/04/1986,Future power stations could go back to coal,,,8,0,0
11776,1986,79,30/04/1986,A simple funeral shorn of pomp,,,30,0,0
11777,1986,79,30/04/1986,Business forces tax changes,,,1,0,0
11778,1986,79,30/04/1986,Prison officers to step up industrial action today,,,12,0,0
11779,1986,79,30/04/1986,Hurd in courts move,,,12,0,0
11780,1986,79,30/04/1986,Fears of death toll in atom disaster,,,8,0,0
11781,1986,79,07/05/1986,safety moves after two rally deaths,,,29,0,0
11782,1986,79,07/05/1986,Sogat to purge contempt,,,12,0,0
11783,1986,79,07/05/1986,Radiation level falls,,,7,0,0
11784,1986,79,07/05/1986,Britain seeks to question Syrian,,,19,0,0
11785,1986,79,07/05/1986,Poll tips Alliance to win Ryedale,,,20,0,0
11786,1986,79,07/05/1986,Brighton bomb charges denied by Belfast man,,,16,0,0
11787,1986,79,07/05/1986,Western leaders agree on Tokyo success,Summit ends on buoyant note,,19,0,0
11788,1986,79,07/05/1986,Kremlin says it was misled on Chernobyl,,,8,1,0
11789,1986,79,07/05/1986,"No risk in Britain, Baker tells MPs",,,20,0,0
11790,1986,79,07/05/1986,Small firms 'must be paid sooner',,,15,0,0
11791,1986,79,14/05/1986,Activists infiltrate pickets,,,5,0,0
11792,1986,79,14/05/1986,Domenico - a boy born to live in fear of hos life,,,19,1,0
11793,1986,79,14/05/1986,Labour in nuclear power rift,,,8,0,0
11794,1986,79,14/05/1986,Helicopter crash in Falklands kills 2,,,16,0,0
11795,1986,79,14/05/1986,Thatcher hits back as Tory split widens,,,33,0,0
11796,1986,79,14/05/1986,Fears of 3500 shipyard job cuts,,,10,0,0
11797,1986,79,14/05/1986,Gower on trial as captain,,,29,0,0
11798,1986,79,14/05/1986,Moscow admits second disaster barely averted,,,8,1,0
11799,1986,79,14/05/1986,Sweden finds traces of plutonium in fall-out,,,8,1,0
11800,1986,79,21/05/1986,Lorry Kills three schoolgirls,,,10,0,0
11801,1986,79,21/05/1986,The South African raids,angry Thatcher still rules out sanctions,,16,1,0
11802,1986,79,21/05/1986,The South African raids,Frontline states fail to act,,16,1,0
11803,1986,79,21/05/1986,The South African raids,Criticism defied by Botha,,16,1,0
11804,1986,79,21/05/1986,New jobs fury as BR sheds another 5900,,,10,0,0
11805,1986,79,21/05/1986,Victims of crime face cash cut,,,12,0,0
11806,1986,79,21/05/1986,BA woos US with free flights,,,10,0,0
11807,1986,79,21/05/1986,MP collapses at Commons,,,20,0,0
11808,1986,79,21/05/1986,Ł20m merger scheme for soccer clubs,,,15,0,0
11809,1986,79,21/05/1986,Southern universities gain from radical grants review,,,6,0,0
11810,1986,79,28/05/1986,Kinnock breaks the rules abroad,,,33,0,0
11811,1986,79,28/05/1986,Chernobyl aid concert,,,8,0,0
11812,1986,79,28/05/1986,Safeguard for free speech on campuses,,,2,0,0
11813,1986,79,28/05/1986,Poly unit fights cut in students,,,6,0,0
11814,1986,79,28/05/1986,Seven Britons still held in Zimbabwe,,,19,0,0
11815,1986,79,28/05/1986,Chinese seek control of shipping group,,,18,0,0
11816,1986,79,28/05/1986,Lost victorian art treasure revealed,,,28,0,0
11817,1986,79,28/05/1986,Chinese seek control of shipping group,,,18,0,0
11818,1986,79,28/05/1986,Berlin rule deplored by britain,,,19,0,0
11819,1986,79,28/05/1986,Thatcher on best hope for Israel,,,19,0,0
11820,1986,79,28/05/1986,"Justice ministry menace, Bar told",,,12,0,0
11821,1986,79,28/05/1986,US scraps subs for Salt treaty,,,16,1,0
11822,1986,79,04/06/1986,thatcher calls for trespass law review,,,12,0,0
11823,1986,79,04/06/1986,Peace deal agreed in post dispute,,,16,0,0
11824,1986,79,04/06/1986,Brave Derby outlook,,,29,0,0
11825,1986,79,04/06/1986,NHS chief quits 'untenable job' after differences,,,3,0,0
11826,1986,79,04/06/1986,Ł50000 reward to find fire gang,,,12,0,0
11827,1986,79,04/06/1986,Beirut truce after 75 die,,,16,1,0
11828,1986,79,04/06/1986,World cup anger on and off the field,,,29,0,0
11829,1986,79,04/06/1986,561 escape in 50ft Jumbo air miss,,,10,0,0
11830,1986,79,04/06/1986,Dame Anna Neagle dies aged 81,,,30,0,0
11831,1986,79,04/06/1986,Branson declares summer fare war,,,10,0,0
11832,1986,79,04/06/1986,Cash battles come out into the open,,,1,0,0
11833,1986,79,11/06/1986,The Ł1m cost of securing a briefcase,,,15,0,0
11834,1986,79,11/06/1986,Verdicts awaited on 'resorts campaign' plot charges,Magee guilty of Brighton hotel bomb,,16,0,0
11835,1986,79,11/06/1986,Radiation mystery in Finland,,,7,1,0
11836,1986,79,11/06/1986,Ł56 US air fare approved,,,10,0,0
11837,1986,79,11/06/1986,Hopes of cheaper home loan rates recede,,,14,0,0
11838,1986,79,11/06/1986,Sales of child aspirin banned,,,3,0,0
11839,1986,79,11/06/1986,Cairo air crash kills 20,,,10,0,0
11840,1986,79,11/06/1986,Gatting replaces sacked Gower,,,29,0,0
11841,1986,79,11/06/1986,Ł1.5bn bid for woolworth is delayed,,,15,0,0
11842,1986,79,11/06/1986,Knight award for Bob Geldof,,,34,0,0
11843,1986,79,11/06/1986,Commons clash on BA choice,,,10,0,0
11844,1986,79,18/06/1986,Jimmy Carter after the big fish in Wales,,,34,0,0
11845,1986,79,18/06/1986,Madrid urged to reassure tourists,,,19,0,0
11846,1986,79,18/06/1986,Delay on Ordnance sell-off,,,16,0,0
11847,1986,79,18/06/1986,Rebel pitmen are promised law on unions' equality,,,8,0,0
11848,1986,79,18/06/1986,World cup holders beaten by france,,,29,0,0
11849,1986,79,18/06/1986,Hardliner named as US top judge,,,12,1,0
11850,1986,79,18/06/1986,Howe avoids MPs' revolt on sanctions,,,19,0,0
11851,1986,79,18/06/1986,Pretoria says 11 blacks died,,,19,1,0
11852,1986,79,18/06/1986,Naval tip a winner for Ascot,,,29,0,0
11853,1986,79,18/06/1986,Unionists split over protests,,,21,0,0
11854,1986,79,25/06/1986,Lord Stockton ill,,,34,0,0
11855,1986,79,25/06/1986,Ministers act on doctor crisis,,,3,0,0
11856,1986,79,25/06/1986,Defeat for Connors in the first,,,29,0,0
11857,1986,79,25/06/1986,Appeal by Reagan for Contra aid,,,19,1,0
11858,1986,79,25/06/1986,Tambo refuses to renounce use of violence,,,16,0,0
11859,1986,79,25/06/1986,Howe plans Eec pretoria 'troika',,,19,0,0
11860,1986,79,25/06/1986,Exchange on women priests,,,31,0,0
11861,1986,79,25/06/1986,Getty pays Ł1.3m for martyr's manuscript,,,28,0,0
11862,1986,79,25/06/1986,Britain wins role in star wars research,,,16,0,0
11863,1986,79,25/06/1986,Blasts hurt 17 in South Africa,,,19,1,0
11864,1986,79,02/07/1986,labour takes 6% lead,,,33,0,0
11865,1986,79,02/07/1986,Host spell may be over by weekend,,,26,0,0
11866,1986,79,02/07/1986,thatcher wins over Pretoria trip doubters,,,19,0,0
11867,1986,79,02/07/1986,Howe's priority is a voice for Europe,,,19,0,0
11868,1986,79,02/07/1986,Mystery of bungled Berlin escape bid,,,19,1,0
11869,1986,79,02/07/1986,Life for voodoo mother,,,12,0,0
11870,1986,79,02/07/1986,US orders check on jumbo jets,,,10,0,0
11871,1986,79,02/07/1986,Anglo-German friendship solid,,,19,0,0
11872,1986,79,02/07/1986,Two held after arms seizure,,,12,0,0
11873,1986,79,02/07/1986,Botham makes apology,,,29,0,0
11874,1986,79,02/07/1986,Moscow ready to reopen talks with US,,,19,1,0
11875,1986,79,02/07/1986,Brazil set to expel bullion suspect,,,19,1,0
11876,1986,79,09/07/1986,"The Prince of Wales attacked litter as ""the curse of countryside"" yesterday when he opened a 93-mile walk at Holme-next-the-sea, Norfolk.",,,34,0,0
11877,1986,79,09/07/1986,Defendants to lose right of jury challenge,,,12,0,0
11878,1986,79,09/07/1986,Record slump in London Share prices,,,15,0,0
11879,1986,79,09/07/1986,BR engineers vote against strike,,,10,0,0
11880,1986,79,09/07/1986,Macreadie is barred by Union,,,5,0,0
11881,1986,79,09/07/1986,"Choice is dialogue or bloodshed, says Howe",,,19,0,0
11882,1986,79,09/07/1986,Priesthood debate halted,,,31,0,0
11883,1986,79,09/07/1986,palm Springs hit by early morning quake,,,26,0,0
11884,1986,79,09/07/1986,Botha fixes date just before Thatcher faces Commons,,,20,0,0
11885,1986,79,09/07/1986,Ł600m industry claim rejected,,,15,0,0
11886,1986,79,16/07/1986,CPSA job ban on Militant uphelp,,,5,0,0
11887,1986,79,16/07/1986,West Indians may boycott Games,,,19,1,0
11888,1986,79,16/07/1986,Cabinet fears royal clash on sanctions,,,20,0,0
11889,1986,79,16/07/1986,New Zealand butter deal blocked by Irish,,,18,1,0
11890,1986,79,16/07/1986,Navy gets go-ahead for new frigates,,,16,0,0
11891,1986,79,16/07/1986,Free school meals ban gets through,,,6,0,0
11892,1986,79,16/07/1986,School sports ban 'barmy',,,6,0,0
11893,1986,79,16/07/1986,Three deals and optimism with Shevardnadze,,,19,0,0
11894,1986,79,16/07/1986,Reagan agrees to talks on Salt 2,,,16,1,0
11895,1986,79,16/07/1986,Tax offer on profit-link pay deals,,,20,0,0
11896,1986,79,23/07/1986,Annette Cowley fails in High Court appeal,,,12,0,0
11897,1986,79,23/07/1986,One-vote majority to bar cane,,,6,0,0
11898,1986,79,23/07/1986,Ministry implicated over Budd,,,20,0,0
11899,1986,79,23/07/1986,Thatcher sees possibility of meeting Botha,,,19,0,0
11900,1986,79,23/07/1986,Last-minute blow to Howe mission,,,19,0,0
11901,1986,79,23/07/1986,Ridley moves to cut rate rises,,,1,0,0
11902,1986,79,23/07/1986,Reagan refuses to back sanctions,,,19,1,0
11903,1986,79,23/07/1986,Gas prices may be on way down,,,8,0,0
11904,1986,79,23/07/1986,Morocco talks stay secret,,,19,0,0
11905,1986,79,23/07/1986,Flights of fancy at the palace,,,34,0,0
11906,1986,79,30/07/1986,Three pilgrims die in coach crash,,,10,0,0
11907,1986,79,30/07/1986,Labour legislation to benefit blacks,,,33,0,0
11908,1986,79,30/07/1986,Left will have 2-1 majority,,,33,0,0
11909,1986,79,30/07/1986,Tories gain poll boost,,,33,0,0
11910,1986,79,30/07/1986,Sizewell delay helps Tories before election,,,33,0,0
11911,1986,79,30/07/1986,You won't force South Africans to commit suicide,Botha sends Howe home empty-handed,,19,0,0
11912,1986,79,30/07/1986,You won't force South Africans to commit suicide,Cabinet to seek further action,,19,0,0
11913,1986,79,30/07/1986,You won't force South Africans to commit suicide,Options narrow for stunned US,,19,0,0
11914,1986,79,30/07/1986,Silence on teacher pay deal,,,6,0,0
11915,1986,79,30/07/1986,A little Irish luck for Ł8m treasure hunter,,,28,0,0
11916,1986,79,06/08/1986,Another Royal celebration,Princess Anne returning to the winner's enclosure after her first racing victory,,34,0,0
11917,1986,79,06/08/1986,Radiation shadow over scots grouse,,,8,0,0
11918,1986,79,06/08/1986,Plessey threat to Nimrod,,,16,0,0
11919,1986,79,06/08/1986,'Triumvirate' takes over sanction fight,,,19,0,0
11920,1986,79,06/08/1986,Thatcher to have surgery today,,,20,0,0
11921,1986,79,06/08/1986,Baker orders 2m school places cut,,,6,0,0
11922,1986,79,06/08/1986,Sterling and oil boosted by Opec,,,8,0,0
11923,1986,79,06/08/1986,IRA steps up death threats,,,16,0,0
